Texto,Ruta,Etiqueta,Predicción
So he just keeps it going.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/581.wav,,0
He says he ran because of Charlottesville.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/582.wav,,0
He didn't run because of Charlottesville.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/583.wav,,1
He ran because it was his last chance.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/584.wav,,1
He's not equipped to be president.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/585.wav,,0
You know it and I know it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/586.wav,,0
It's ridiculous.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/587.wav,,1
We have a debate.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/588.wav,,1
"We're trying to justify his presidency, his presidency, his presidency.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/589.wav,,0
without question the worst president the worst presidency in the history of our country we shouldn't be having a debate about it there's nothing to debate he made up the charlottesville story and you'll see it's debunked all over the place every anchor has every reasonable actor has debunked it and just the other day it came out where it was fully debunked it's a nonsense story he knows that and he didn't run because of charlottesville he used that as an excuse to run,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/590.wav,,1
And debunk.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/591.wav,,1
It happened.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/592.wav,,1
All you have to do is listen to what was said at the time.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/593.wav,,1
And the idea that somehow that's the only reason I ran.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/594.wav,,1
I ran because I was worried a guy like this guy could get elected.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/595.wav,,1
"If he thought they were good people coming out of that forest, carrying those woods, carrying those torches, then he didn't deserve to be president.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/596.wav,,1
Didn't deserve to be president at all.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/597.wav,,1
And the idea...  that he's talking about all this being fabricated we saw their own eyes we saw what happened on january 6 we saw the people breaking through the windows we saw people occupying their his own vice president look there's a reason why 40 of his 44 top cabinet officers refused to endorse him this time his vice president hasn't endorsed him this time so why why they know him well they serve with him why are they not endorsing him thank you president biden we're going to be right back with more from the cnn presidential debate,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/598.wav,,1
" They acknowledge they made a lot of progress, number one.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/599.wav,,0
The fact of the matter is there's more small black businesses that have been started than any time in history.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/600.wav,,1
"Number two, the wages of black, black unemployment is the lowest level it's been in a long, long time.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/601.wav,,0
"Number three, we find them providing housing for black Americans and dealing with the segregation that exists among these corporate, these corporate rations that collude to keep people out of their houses.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/602.wav,,1
"And in addition to that, we find that the impact on the choice that black families have to make relative to childcare is incredibly difficult.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/603.wav,,1
"When we did the first major piece of legislation in the past, I was able to reduce black childcare costs.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/604.wav,,0
"I cut them in half, in half.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/605.wav,,1
We gotta make sure we provide for childcare costs.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/606.wav,,0
"We gotta make sure, because when you provide those childcare protections,  you increase economic growth because more people can be in the job market.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/607.wav,,0
"So there's more to be done, considerably more to be done.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/608.wav,,0
But we've done a great deal so far and I'm not letting up and they know it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/609.wav,,0
 I say I don't blame them for being disappointed.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/610.wav,,0
Inflation is still hurting them badly.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/611.wav,,0
"For example, I provided for the idea that any black family first-time homebuyer should get a $10,000 tax credit to be able to buy their first home so they can get started.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/612.wav,,0
"I made sure that we're in a situation where all those black families and those black individuals who provided had to take out student loans that were ballooning  that if they were engaged in nursing, anything having to do with volunteerism, if they paid their bills for 10 years under student debt, all the rest is forgiven after 10 years.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/613.wav,,1
Millions have benefited from that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/614.wav,,1
And we're going to do a whole lot more for Black families.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/615.wav,,0
"Thank you, President Trump.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/616.wav,,1
And he caused the inflation.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/617.wav,,0
He's blaming inflation.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/618.wav,,0
And he's right.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/619.wav,,0
It's been very bad.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/620.wav,,0
He caused the inflation and it's killing black families and Hispanic families and just about everybody.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/621.wav,,1
It's killing people.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/622.wav,,0
They can't buy groceries anymore.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/623.wav,,0
They can't.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/624.wav,,1
You look at the cost of food where it's doubled and tripled and quadrupled.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/625.wav,,1
They can't live.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/626.wav,,1
They're not living anymore.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/627.wav,,0
He caused this inflation.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/628.wav,,0
I gave him a country with no essentially no inflation.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/629.wav,,1
It was perfect.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/630.wav,,1
It was so good.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/631.wav,,1
All he had to do is leave it alone.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/632.wav,,1
He destroyed it with his Green News scam and all of the other all this money that's being thrown out the window.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/633.wav,,0
He caused inflation.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/634.wav,,0
"As sure as you're sitting there, the fact is that his big kill.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/635.wav,,0
on the black people is the millions of people that he's allowed to come in through the border they're taking black jobs now and it could be 18 it could be 19 and even 20 million people they're taking black jobs and they're taking hispanic jobs and you haven't seen it yet but you're going to see something that's going to be the worst in our history thank you president biden,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/636.wav,,1
 There was no inflation when I became president.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/637.wav,,0
You know why?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/638.wav,,0
The economy was flat on its back.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/639.wav,,0
Fifteen percent unemployment.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/640.wav,,0
"He decimated the economy, absolutely decimated the economy.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/641.wav,,1
That's why there was no inflation at the time.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/642.wav,,0
There were no jobs.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/643.wav,,0
"We provided thousands of millions of jobs for individuals who were in rural communities, including minority communities.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/644.wav,,1
We made sure that they have health insurance.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/645.wav,,1
We have covered with the ACA has increased.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/646.wav,,0
"I made sure that they're $8,000 per person in the family to get written off for the health care.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/647.wav,,1
But this guy wants to eliminate that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/648.wav,,0
They tried 50 times.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/649.wav,,0
He wants to get rid of the ACA again.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/650.wav,,0
And they're going to try again if they win.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/651.wav,,0
You find ourselves in a position where the idea that we're not doing it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/652.wav,,1
I put more.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/653.wav,,0
We put more police on the street than any administration has.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/654.wav,,1
He wants to cut the cops.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/655.wav,,1
"We're providing for equity, equity and making sure people have a shot to make it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/656.wav,,1
There's a lot going on.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/657.wav,,0
"But in inflation, he caused it by his tremendous malfeasance in the way he handled the pandemic.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/658.wav,,1
" Let me just go back to what he said about the police, how close the police are to him.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/659.wav,,1
Almost every police group in the nation from every state is supporting Donald J. Trump.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/660.wav,,1
Almost every police group.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/661.wav,,0
"And what he's done to the black population is horrible, including the fact that for 10 years he called them super predators.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/662.wav,,1
"We can't, in the 1990s, we can't forget that.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/663.wav,,1
"Super predators was his name, and he called it to them for 10, and they've taken great offense at it, and now they see it happening.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/664.wav,,0
"But when they see what I did for criminal justice reform and for the historically black colleges and universities where I funded them and got them all funded, and the Opportunity Zones with Tim, as you know, Tim Scott was incredible.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/665.wav,,1
"He did a great job, great senator from South Carolina.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/666.wav,,0
"He came to me with the idea, and it was a great idea.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/667.wav,,0
"It's one of the most successful economic development acts ever in the country, Opportunity Zones.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/668.wav,,0
And the biggest beneficiary are blacks.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/669.wav,,0
And that's why we have the best numbers with them in maybe ever.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/670.wav,,0
They're saying ever.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/671.wav,,1
I read this morning we're ever the best numbers.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/672.wav,,0
He's lost much of the black population because he's done a horrible job for black people.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/673.wav,,1
He's also done a horrible job for Hispanics.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/674.wav,,0
But wait till you see these millions of people pouring into our country and they're going to take the jobs.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/675.wav,,1
And it's already started.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/676.wav,,0
And you haven't seen anything yet.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/677.wav,,1
It's a disaster.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/678.wav,,1
So I want absolutely immaculate clean water and I want absolutely clean air.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/679.wav,,1
And we had it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/680.wav,,0
We had H2O.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/681.wav,,0
We had the best numbers ever.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/682.wav,,0
And we did.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/683.wav,,0
"We were using  all forms of energy, all forms, everything.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/684.wav,,1
